seed,step,checkpoint_task,num_reference_examples,entropy_mean,entropy_p95,entropy_p10,margin_mean,margin_p95,margin_p10,kl_to_base_mean,kl_to_base_p95,kl_to_base_p10,source_file,checkpoint,entropy_mean_delta_vs_base,entropy_p95_delta_vs_base,margin_mean_delta_vs_base,margin_p95_delta_vs_base,kl_to_base_mean_delta_vs_base,kl_to_base_p95_delta_vs_base
33,0,base,48,0.8944809436798096,2.378711700439453,0.0018280018121004,4.319010257720947,10.36249828338623,0.375,0.0,0.0,0.0,outputs/gemma3_1b_paper/stability_seed_33/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
33,1,task_1,48,1.0407474040985107,2.257188081741333,0.0579470768570899,2.5455729961395264,7.853124618530273,0.25,1.162922501564026,6.713176727294922,0.0014898559311404,outputs/gemma3_1b_paper/stability_seed_33/stability_scores.csv,After task_1,0.14626646041870117,-0.12152361869812012,-1.773437261581421,-2.509373664855957,1.162922501564026,6.713176727294922
33,2,task_2,48,1.189488410949707,2.362684965133667,0.0704448446631431,2.16796875,7.684374809265137,0.1249999850988388,1.2222568988800049,5.319494247436523,0.0025194145273417,outputs/gemma3_1b_paper/stability_seed_33/stability_scores.csv,After task_2,0.29500746726989746,-0.016026735305786133,-2.1510415077209473,-2.6781234741210938,1.2222568988800049,5.319494247436523
33,3,task_3,48,1.5117522478103638,2.367421865463257,0.1390583962202072,1.9049478769302368,6.909374237060547,0.125,1.4649914503097534,5.7271504402160645,0.0140114063397049,outputs/gemma3_1b_paper/stability_seed_33/stability_scores.csv,After task_3,0.6172713041305542,-0.011289834976196289,-2.4140623807907104,-3.4531240463256836,1.4649914503097534,5.7271504402160645
42,0,base,48,0.8944809436798096,2.378711700439453,0.0018280018121004,4.319010257720947,10.36249828338623,0.375,0.0,0.0,0.0,outputs/gemma3_1b_paper/stability_seed_42/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
42,1,task_1,48,1.1233325004577637,2.3352842330932617,0.1198924481868743,2.32421875,7.934374809265137,0.25,1.069541573524475,6.23475456237793,0.001507835346274,outputs/gemma3_1b_paper/stability_seed_42/stability_scores.csv,After task_1,0.2288515567779541,-0.043427467346191406,-1.9947915077209473,-2.4281234741210938,1.069541573524475,6.23475456237793
42,2,task_2,48,1.23308002948761,2.266333103179932,0.1226242259144783,2.0833332538604736,7.53749942779541,0.125,1.1748046875,5.530651092529297,0.0032448540441691,outputs/gemma3_1b_paper/stability_seed_42/stability_scores.csv,After task_2,0.3385990858078005,-0.11237859725952104,-2.2356770038604736,-2.8249988555908203,1.1748046875,5.530651092529297
42,3,task_3,48,1.7182912826538086,4.005897521972656,0.1696321964263916,1.7591146230697632,6.765624046325684,0.125,1.7784199714660645,6.609754085540772,0.0223954729735851,outputs/gemma3_1b_paper/stability_seed_42/stability_scores.csv,After task_3,0.823810338973999,1.6271858215332031,-2.559895634651184,-3.596874237060547,1.7784199714660645,6.609754085540772
123,0,base,48,0.8944809436798096,2.378711700439453,0.0018280018121004,4.319010257720947,10.36249828338623,0.375,0.0,0.0,0.0,outputs/gemma3_1b_paper/stability_seed_123/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
123,1,task_1,48,1.0843216180801392,2.1580965518951416,0.1014652401208877,2.3802082538604736,7.75,0.25,1.0914360284805298,6.162386417388916,0.0011047957232221,outputs/gemma3_1b_paper/stability_seed_123/stability_scores.csv,After task_1,0.1898406744003296,-0.22061514854431152,-1.9388020038604736,-2.6124982833862305,1.0914360284805298,6.162386417388916
123,2,task_2,48,1.2579022645950315,2.4238314628601074,0.1560771018266677,2.0390625,7.434374809265137,0.0875000357627868,1.289190411567688,4.774202346801758,0.0038528519216924,outputs/gemma3_1b_paper/stability_seed_123/stability_scores.csv,After task_2,0.36342132091522195,0.0451197624206543,-2.2799477577209473,-2.9281234741210938,1.289190411567688,4.774202346801758
123,3,task_3,48,1.6278003454208374,3.141040802001953,0.1643901467323303,1.80859375,6.703124046325684,0.1062500178813934,1.6269251108169556,5.969876766204834,0.0207918025553226,outputs/gemma3_1b_paper/stability_seed_123/stability_scores.csv,After task_3,0.7333194017410278,0.7623291015625,-2.5104165077209473,-3.659374237060547,1.6269251108169556,5.969876766204834
