seed,step,checkpoint_task,num_reference_examples,entropy_mean,entropy_p95,entropy_p10,margin_mean,margin_p95,margin_p10,kl_to_base_mean,kl_to_base_p95,kl_to_base_p10,source_file,checkpoint,entropy_mean_delta_vs_base,entropy_p95_delta_vs_base,margin_mean_delta_vs_base,margin_p95_delta_vs_base,kl_to_base_mean_delta_vs_base,kl_to_base_p95_delta_vs_base
33,0,base,48,1.061198592185974,1.5025477409362793,0.1856540143489837,1.6927083730697632,4.91249942779541,0.375,0.0,0.0,0.0,outputs/qwen35_08b_paper/stability_seed_33/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
33,1,task_1,48,0.8982489109039307,1.1488161087036133,0.1977094262838363,1.0885416269302368,4.41249942779541,0.125,0.2485769987106323,0.5080732107162476,0.0375303663313388,outputs/qwen35_08b_paper/stability_seed_33/stability_scores.csv,After task_1,-0.16294968128204323,-0.353731632232666,-0.6041667461395264,-0.5,0.2485769987106323,0.5080732107162476
33,2,task_2,48,0.7178761959075928,1.1090540885925293,0.1650996804237365,1.3671875,4.28749942779541,0.125,0.3359284102916717,1.1732141971588137,0.0938581824302673,outputs/qwen35_08b_paper/stability_seed_33/stability_scores.csv,After task_2,-0.3433223962783811,-0.39349365234375,-0.3255208730697632,-0.625,0.3359284102916717,1.1732141971588137
33,3,task_3,48,0.9408864974975586,1.7361021041870115,0.2977610230445862,1.046875,3.4499988555908203,0.0874999910593032,3.259099006652832,18.29884910583496,0.1590055227279663,outputs/qwen35_08b_paper/stability_seed_33/stability_scores.csv,After task_3,-0.1203120946884153,0.2335543632507322,-0.6458333730697632,-1.4625005722045898,3.259099006652832,18.29884910583496
42,0,base,48,1.061198592185974,1.5025477409362793,0.1856540143489837,1.6927083730697632,4.91249942779541,0.375,0.0,0.0,0.0,outputs/qwen35_08b_paper/stability_seed_42/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
42,1,task_1,48,0.6943604350090027,1.1101335287094116,0.1399272233247757,1.7109375,4.53749942779541,0.125,0.4487240612506866,1.168365716934204,0.0173427816480398,outputs/qwen35_08b_paper/stability_seed_42/stability_scores.csv,After task_1,-0.3668381571769712,-0.3924142122268677,0.018229126930236816,-0.375,0.4487240612506866,1.168365716934204
42,2,task_2,48,0.5767685770988464,1.069225549697876,0.0630761310458183,2.0208332538604736,5.78749942779541,0.2500000596046448,0.3558923304080963,0.9112021923065186,0.0296700373291969,outputs/qwen35_08b_paper/stability_seed_42/stability_scores.csv,After task_2,-0.48443001508712746,-0.4333221912384033,0.32812488079071045,0.875,0.3558923304080963,0.9112021923065186
42,3,task_3,48,0.8742818832397461,1.8914064168930051,0.240696907043457,1.2942708730697632,4.106247425079346,0.25,3.203963279724121,17.712116241455078,0.1314131468534469,outputs/qwen35_08b_paper/stability_seed_42/stability_scores.csv,After task_3,-0.1869167089462278,0.38885867595672585,-0.3984375,-0.8062520027160645,3.203963279724121,17.712116241455078
123,0,base,48,1.061198592185974,1.5025477409362793,0.1856540143489837,1.6927083730697632,4.91249942779541,0.375,0.0,0.0,0.0,outputs/qwen35_08b_paper/stability_seed_123/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
123,1,task_1,48,0.6795750260353088,1.1524722576141355,0.1415816098451614,1.7734375,4.618749141693115,0.125,0.7105886936187744,1.5068925619125366,0.0222510918974876,outputs/qwen35_08b_paper/stability_seed_123/stability_scores.csv,After task_1,-0.38162356615066506,-0.3500754833221438,0.08072912693023682,-0.2937502861022949,0.7105886936187744,1.5068925619125366
123,2,task_2,48,0.64686119556427,1.0823463201522827,0.1476727724075317,1.5078125,4.493749141693115,0.2500000298023224,0.4216388463973999,1.0341447591781616,0.0699238553643226,outputs/qwen35_08b_paper/stability_seed_123/stability_scores.csv,After task_2,-0.4143373966217039,-0.4202014207839966,-0.18489587306976318,-0.4187502861022949,0.4216388463973999,1.0341447591781616
123,3,task_3,48,0.8929718136787415,1.8187650442123413,0.4139772951602936,1.1223958730697632,2.75,0.125,3.3440840244293213,18.432846069335938,0.1758568584918975,outputs/qwen35_08b_paper/stability_seed_123/stability_scores.csv,After task_3,-0.16822677850723244,0.316217303276062,-0.5703125,-2.16249942779541,3.3440840244293213,18.432846069335938
