step,checkpoint_task,checkpoint,current_task,next_task,n_seeds,op_mean,op_std,op_count,bwt_mean,bwt_std,bwt_count,forgetting_mean,forgetting_std,forgetting_count,fwt_mean,fwt_std,fwt_count,next_fwt_mean,next_fwt_std,next_fwt_count,avg_all_tasks_mean,avg_all_tasks_std,avg_all_tasks_count,current_acc_mean,current_acc_std,current_acc_count,current_base_acc_mean,current_base_acc_std,current_base_acc_count,current_prev_acc_mean,current_prev_acc_std,current_prev_acc_count,current_delta_vs_base_mean,current_delta_vs_base_std,current_delta_vs_base_count,adaptation_gain_mean,adaptation_gain_std,adaptation_gain_count,learning_accuracy_mean,learning_accuracy_std,learning_accuracy_count
0,base,Base,,task_3,3,,,0,,,0,,,0,0.0,0.0,3,0.0,0.0,3,0.38012345679012344,0.0,3,,,0,,,0,,,0,,,0,,,0,0.5406172839506174,0.03122065761594816,3
1,task_3,After task_3,task_3,task_2,3,0.18518518518518515,0.09799078929868854,3,,,0,,,0,0.10499999999999998,0.018027756377319928,3,0.1733333333333333,0.03511884584284244,3,0.38839506172839505,0.03539077902151971,3,0.18518518518518515,0.09799078929868854,3,0.3703703703703703,0.0,3,0.3703703703703703,0.0,3,-0.18518518518518512,0.09799078929868854,3,-0.18518518518518512,0.09799078929868854,3,0.5406172839506174,0.03122065761594816,3
2,task_2,After task_2,task_2,task_1,3,0.5256172839506172,0.013823301930756699,3,0.049382716049382706,0.07407407407407407,3,-0.049382716049382706,0.07407407407407407,3,0.03666666666666668,0.02886751345948128,3,0.03666666666666668,0.02886751345948128,3,0.44596707818930037,0.006769891294249443,3,0.8166666666666668,0.011547005383792462,3,0.52,0.0,3,0.6933333333333334,0.03511884584284244,3,0.2966666666666667,0.011547005383792462,3,0.12333333333333336,0.045092497528228866,3,0.5406172839506174,0.03122065761594816,3
3,task_1,After task_1,task_1,,3,0.5650480109739369,0.019818407655730737,3,0.03664609053497938,0.026423959320564943,3,-0.03664609053497938,0.026423959320564943,3,,,0,,,0,0.5650480109739369,0.019818407655730737,3,0.62,0.034641016151377574,3,0.25,0.0,3,0.2866666666666667,0.02886751345948128,3,0.36999999999999994,0.034641016151377574,3,0.3333333333333333,0.005773502691896294,3,0.5406172839506174,0.03122065761594816,3
