step,checkpoint_task,checkpoint,n_seeds,num_reference_examples,entropy_mean_mean,entropy_mean_std,entropy_mean_count,entropy_p95_mean,entropy_p95_std,entropy_p95_count,entropy_p10_mean,entropy_p10_std,entropy_p10_count,margin_mean_mean,margin_mean_std,margin_mean_count,margin_p95_mean,margin_p95_std,margin_p95_count,margin_p10_mean,margin_p10_std,margin_p10_count,kl_to_base_mean_mean,kl_to_base_mean_std,kl_to_base_mean_count,kl_to_base_p95_mean,kl_to_base_p95_std,kl_to_base_p95_count,kl_to_base_p10_mean,kl_to_base_p10_std,kl_to_base_p10_count,entropy_mean_delta_vs_base_mean,entropy_mean_delta_vs_base_std,entropy_mean_delta_vs_base_count,entropy_p95_delta_vs_base_mean,entropy_p95_delta_vs_base_std,entropy_p95_delta_vs_base_count,margin_mean_delta_vs_base_mean,margin_mean_delta_vs_base_std,margin_mean_delta_vs_base_count,margin_p95_delta_vs_base_mean,margin_p95_delta_vs_base_std,margin_p95_delta_vs_base_count,kl_to_base_mean_delta_vs_base_mean,kl_to_base_mean_delta_vs_base_std,kl_to_base_mean_delta_vs_base_count,kl_to_base_p95_delta_vs_base_mean,kl_to_base_p95_delta_vs_base_std,kl_to_base_p95_delta_vs_base_count
0,base,Base,3,48,1.587157130241394,0.0,3,2.1030704975128174,0.0,3,0.5981124639511108,0.0,3,1.3046875,0.0,3,2.581249713897705,0.0,3,0.25,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3
1,task_3,After task_3,3,48,2.2220195134480796,0.0706393137217056,3,4.828423182169597,0.4938424442008873,3,1.5136032501856487,0.033084324983280074,3,0.4123263855775197,0.03358600652066731,3,0.7208331425984701,0.025259239458283116,3,0.125,0.0,3,2.7778923511505127,0.025413770616513218,3,16.13300323486328,0.22410289064178232,3,0.11089987307786937,0.004919031352065697,3,0.6348623832066854,0.0706393137217056,3,2.725352684656779,0.4938424442008873,3,-0.8923611144224802,0.03358600652066731,3,-1.860416571299235,0.025259239458283116,3,2.7778923511505127,0.025413770616513218,3,16.13300323486328,0.22410289064178232,3
2,task_2,After task_2,3,48,1.2643819252649944,0.03548396482015139,3,3.998904307683309,0.3806387470971895,3,0.2504451225201288,0.07121080049312692,3,1.163194477558136,0.21563276596303768,3,3.7312493324279785,0.6000327627857542,3,0.19583334028720856,0.06414501634760277,3,3.126156806945801,0.005599903277281616,3,16.92131741841634,0.2765653981789349,3,0.2944348156452179,0.018331014111264365,3,-0.3227752049763997,0.035483964820151384,3,1.8958338101704915,0.3806387470971895,3,-0.141493022441864,0.21563276596303768,3,1.1499996185302734,0.6000327627857542,3,3.126156806945801,0.005599903277281616,3,16.92131741841634,0.2765653981789349,3
3,task_1,After task_1,3,48,1.396906574567159,0.1200808321725316,3,4.594085931777954,0.7610344487764901,3,0.5496541758378347,0.11312886546123704,3,0.8333333333333334,0.14021450542908703,3,2.06666628519694,0.6761951133280724,3,0.1541666785875956,0.05051816920174684,3,3.17048716545105,0.06579247124185907,3,16.39883041381836,0.5724058947688345,3,0.3591205577055612,0.05081832321945031,3,-0.19025055567423502,0.12008083217253158,3,2.4910154342651367,0.7610344487764901,3,-0.4713541666666667,0.14021450542908703,3,-0.514583428700765,0.6761951133280725,3,3.17048716545105,0.06579247124185907,3,16.39883041381836,0.5724058947688345,3
