seed,step,checkpoint_task,num_reference_examples,entropy_mean,entropy_p95,entropy_p10,margin_mean,margin_p95,margin_p10,kl_to_base_mean,kl_to_base_p95,kl_to_base_p10,source_file,checkpoint,entropy_mean_delta_vs_base,entropy_p95_delta_vs_base,margin_mean_delta_vs_base,margin_p95_delta_vs_base,kl_to_base_mean_delta_vs_base,kl_to_base_p95_delta_vs_base
33,0,base,48,1.061198592185974,1.5025477409362793,0.1856540143489837,1.6927083730697632,4.91249942779541,0.375,0.0,0.0,0.0,outputs/qwen35_08b_paper_321/stability_seed_33/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
33,1,task_3,48,1.2030450105667114,2.103682518005371,0.6081602573394775,0.6796875,3.081249713897705,0.0,3.079237222671509,17.36025047302246,0.096644103527069,outputs/qwen35_08b_paper_321/stability_seed_33/stability_scores.csv,After task_3,0.14184641838073753,0.6011347770690918,-1.0130208730697632,-1.831249713897705,3.079237222671509,17.36025047302246
33,2,task_2,48,0.9820964932441713,2.1305079460144043,0.2447467148303985,0.9348958134651184,3.0,0.125,2.970607042312622,17.48978614807129,0.0925976485013961,outputs/qwen35_08b_paper_321/stability_seed_33/stability_scores.csv,After task_2,-0.07910209894180265,0.627960205078125,-0.7578125596046448,-1.9124994277954102,2.970607042312622,17.48978614807129
33,3,task_1,48,0.800624668598175,2.044097900390625,0.082916609942913,1.9270833730697632,4.956249713897705,0.125,3.394723892211914,16.949504852294922,0.1768965274095535,outputs/qwen35_08b_paper_321/stability_seed_33/stability_scores.csv,After task_1,-0.26057392358779885,0.5415501594543457,0.234375,0.04375028610229492,3.394723892211914,16.949504852294922
42,0,base,48,1.061198592185974,1.5025477409362793,0.1856540143489837,1.6927083730697632,4.91249942779541,0.375,0.0,0.0,0.0,outputs/qwen35_08b_paper_321/stability_seed_42/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
42,1,task_3,48,1.2167012691497805,2.007655143737793,0.6181212663650513,0.7213541865348816,2.706249713897705,0.0,3.203675985336304,17.347095489501953,0.0925983414053917,outputs/qwen35_08b_paper_321/stability_seed_42/stability_scores.csv,After task_3,0.1555026769638066,0.5051074028015137,-0.9713541865348816,-2.206249713897705,3.203675985336304,17.347095489501953
42,2,task_2,48,0.903012990951538,1.8099985122680664,0.1218354329466819,1.1875,4.081249713897705,0.0875000357627868,3.043240785598755,17.54742431640625,0.1007807850837707,outputs/qwen35_08b_paper_321/stability_seed_42/stability_scores.csv,After task_2,-0.15818560123443592,0.3074507713317871,-0.5052083730697632,-0.8312497138977051,3.043240785598755,17.54742431640625
42,3,task_1,48,0.9260074496269226,1.87408983707428,0.3332897424697876,1.1640625,3.081249713897705,0.25,3.262301206588745,17.522939682006836,0.134832814335823,outputs/qwen35_08b_paper_321/stability_seed_42/stability_scores.csv,After task_1,-0.1351911425590513,0.3715420961380007,-0.5286458730697632,-1.831249713897705,3.262301206588745,17.522939682006836
123,0,base,48,1.061198592185974,1.5025477409362793,0.1856540143489837,1.6927083730697632,4.91249942779541,0.375,0.0,0.0,0.0,outputs/qwen35_08b_paper_321/stability_seed_123/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
123,1,task_3,48,1.195873498916626,1.9478191137313845,0.5753893256187439,0.7552083134651184,3.0749988555908203,0.125,3.318356275558472,17.766414642333984,0.1120509654283523,outputs/qwen35_08b_paper_321/stability_seed_123/stability_scores.csv,After task_3,0.13467490673065208,0.4452713727951052,-0.9375000596046448,-1.8375005722045898,3.318356275558472,17.766414642333984
123,2,task_2,48,0.9590394496917723,1.8717787265777588,0.3910636007785797,0.9244791865348816,2.6999988555908203,0.125,3.040998697280884,17.88570785522461,0.0887249559164047,outputs/qwen35_08b_paper_321/stability_seed_123/stability_scores.csv,After task_2,-0.10215914249420155,0.3692309856414795,-0.7682291865348816,-2.21250057220459,3.040998697280884,17.88570785522461
123,3,task_1,48,0.8454758524894714,1.940819501876831,0.2357201129198074,1.5078125,3.75,0.212500050663948,3.408902406692505,17.67673683166504,0.17669677734375,outputs/qwen35_08b_paper_321/stability_seed_123/stability_scores.csv,After task_1,-0.21572273969650246,0.43827176094055176,-0.18489587306976318,-1.1624994277954102,3.408902406692505,17.67673683166504
