step,checkpoint_task,checkpoint,current_task,next_task,n_seeds,op_mean,op_std,op_count,bwt_mean,bwt_std,bwt_count,forgetting_mean,forgetting_std,forgetting_count,fwt_mean,fwt_std,fwt_count,next_fwt_mean,next_fwt_std,next_fwt_count,avg_all_tasks_mean,avg_all_tasks_std,avg_all_tasks_count,current_acc_mean,current_acc_std,current_acc_count,current_base_acc_mean,current_base_acc_std,current_base_acc_count,current_prev_acc_mean,current_prev_acc_std,current_prev_acc_count,current_delta_vs_base_mean,current_delta_vs_base_std,current_delta_vs_base_count,adaptation_gain_mean,adaptation_gain_std,adaptation_gain_count,learning_accuracy_mean,learning_accuracy_std,learning_accuracy_count
0,base,Base,,task_3,3,,,0,,,0,,,0,0.0,0.0,3,0.0,0.0,3,0.4253909465020576,0.0,3,,,0,,,0,,,0,,,0,,,0,0.5324417009602195,0.006528743141521573,3
1,task_3,After task_3,task_3,task_2,3,0.2139917695473251,0.018858336193233936,3,,,0,,,0,0.034999999999999996,0.01999999999999999,3,0.06999999999999999,0.03999999999999998,3,0.35133058984910837,0.012744539935391966,3,0.2139917695473251,0.018858336193233936,3,0.5061728395061729,0.0,3,0.5061728395061729,0.0,3,-0.2921810699588478,0.01885833619323394,3,-0.2921810699588478,0.01885833619323394,3,0.5324417009602195,0.006528743141521573,3
2,task_2,After task_2,task_2,task_1,3,0.49397119341563783,0.004400214300619729,3,-0.049382716049382734,0.01234567901234569,3,0.049382716049382734,0.01234567901234569,3,0.03666666666666666,0.05507570547286101,3,0.03666666666666666,0.05507570547286101,3,0.42486968449931406,0.02037732488565146,3,0.8233333333333334,0.011547005383792462,3,0.52,0.0,3,0.59,0.03999999999999998,3,0.3033333333333333,0.011547005383792462,3,0.2333333333333333,0.04163331998932261,3,0.5324417009602195,0.006528743141521573,3
3,task_1,After task_1,task_1,,3,0.5032373113854596,0.012162588396783186,3,-0.04380658436213991,0.010468439393717598,3,0.04380658436213991,0.010468439393717598,3,,,0,,,0,0.5032373113854596,0.012162588396783186,3,0.56,0.019999999999999962,3,0.25,0.0,3,0.2866666666666667,0.055075705472861,3,0.31,0.019999999999999962,3,0.2733333333333334,0.07234178138070231,3,0.5324417009602195,0.006528743141521573,3
