seed,step,checkpoint_task,num_reference_examples,entropy_mean,entropy_p95,entropy_p10,margin_mean,margin_p95,margin_p10,kl_to_base_mean,kl_to_base_p95,kl_to_base_p10,source_file,checkpoint,entropy_mean_delta_vs_base,entropy_p95_delta_vs_base,margin_mean_delta_vs_base,margin_p95_delta_vs_base,kl_to_base_mean_delta_vs_base,kl_to_base_p95_delta_vs_base
33,0,base,48,0.118277259171009,0.7300074696540833,0.0001515443145763,8.317708015441895,13.57499885559082,1.9250000715255735,0.0,0.0,0.0,outputs/gemma3_1b_paper_321/stability_seed_33/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
33,1,task_3,48,0.5144073367118835,2.2397654056549072,0.06691924482584,3.9622395038604736,6.706249713897705,0.4625000357627868,4.489948749542236,21.46211242675781,0.0553702712059021,outputs/gemma3_1b_paper_321/stability_seed_33/stability_scores.csv,After task_3,0.39613007754087454,1.509757936000824,-4.355468511581421,-6.868749141693115,4.489948749542236,21.46211242675781
33,2,task_2,48,0.91147118806839,2.313395500183105,0.4278527498245239,1.43359375,2.5593745708465576,0.125,5.045884132385254,21.270565032958984,0.7497016191482544,outputs/gemma3_1b_paper_321/stability_seed_33/stability_scores.csv,After task_2,0.793193928897381,1.5833880305290218,-6.8841142654418945,-11.015624284744263,5.045884132385254,21.270565032958984
33,3,task_1,48,1.1003001928329468,2.298725128173828,0.6177573800086975,0.7356770634651184,2.2437491416931152,0.125,7.361536502838135,21.14133071899414,1.4299360513687134,outputs/gemma3_1b_paper_321/stability_seed_33/stability_scores.csv,After task_1,0.9820229336619378,1.5687176585197449,-7.582030951976776,-11.331249713897705,7.361536502838135,21.14133071899414
42,0,base,48,0.118277259171009,0.7300074696540833,0.0001515443145763,8.317708015441895,13.57499885559082,1.9250000715255735,0.0,0.0,0.0,outputs/gemma3_1b_paper_321/stability_seed_42/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
42,1,task_3,48,0.5949288010597229,2.269336938858032,0.11042520403862,3.6171875,5.915624618530273,0.3375000357627868,4.297490119934082,20.901596069335938,0.0903079882264137,outputs/gemma3_1b_paper_321/stability_seed_42/stability_scores.csv,After task_3,0.4766515418887139,1.5393294692039485,-4.7005205154418945,-7.659374237060547,4.297490119934082,20.901596069335938
42,2,task_2,48,1.0957485437393188,2.4562788009643555,0.6178470849990845,1.1145833730697632,1.875,0.125,5.858030319213867,21.082155227661133,1.240218997001648,outputs/gemma3_1b_paper_321/stability_seed_42/stability_scores.csv,After task_2,0.9774712845683099,1.7262713313102722,-7.203124642372131,-11.69999885559082,5.858030319213867,21.082155227661133
42,3,task_1,48,1.319759488105774,2.534265518188477,0.9451043009757996,0.4296875,1.206249713897705,0.0,7.518907070159912,19.81751251220703,2.894905805587769,outputs/gemma3_1b_paper_321/stability_seed_42/stability_scores.csv,After task_1,1.2014822289347649,1.8042580485343938,-7.8880205154418945,-12.368749141693115,7.518907070159912,19.81751251220703
123,0,base,48,0.118277259171009,0.7300074696540833,0.0001515443145763,8.317708015441895,13.57499885559082,1.9250000715255735,0.0,0.0,0.0,outputs/gemma3_1b_paper_321/stability_seed_123/stability_scores.csv,Base,0.0,0.0,0.0,0.0,0.0,0.0
123,1,task_3,48,0.567108154296875,2.3020718097686768,0.0937467366456985,3.7317707538604736,5.956249713897705,0.3562500178813934,4.167486190795898,21.028284072875977,0.066872626543045,outputs/gemma3_1b_paper_321/stability_seed_123/stability_scores.csv,After task_3,0.448830895125866,1.5720643401145935,-4.585937261581421,-7.618749141693115,4.167486190795898,21.028284072875977
123,2,task_2,48,0.8563893437385559,2.378804922103882,0.3075599372386932,1.7278646230697632,3.721873998641968,0.2125000357627868,5.326478958129883,20.960399627685547,0.3493632972240448,outputs/gemma3_1b_paper_321/stability_seed_123/stability_scores.csv,After task_2,0.738112084567547,1.6487974524497986,-6.589843392372131,-9.853124856948853,5.326478958129883,20.960399627685547
123,3,task_1,48,1.1023725271224976,2.29259729385376,0.6856364011764526,0.8125,1.831249713897705,0.2125000357627868,7.463996410369873,19.424070358276367,2.361124992370605,outputs/gemma3_1b_paper_321/stability_seed_123/stability_scores.csv,After task_1,0.9840952679514886,1.562589824199677,-7.5052080154418945,-11.743749141693115,7.463996410369873,19.424070358276367
